uniquedesignation,track_id,X,Y,Z,timefromstart,distanceonline,owningunit,sidc,status911,speed,staffcomment
3A1-006,{eb26886e-812d-49b5-9711-40047dec0533},-121.727,36.6134,79.7463,7.768583333,10100,2-3-A-1,SFGPEVAL-------,0,100,
Cougars 1 C,{08847249-3de5-481c-a22a-6e8831b31297},-121.731,36.6098,122.72,7.384,9600,2nd Stryker Brigade,SFGPEVAL-------,0,100,Conducting vehicle searches
3C2-007,{40692e45-c354-4cab-9f44-9cdf429ff707},-121.731,36.6063,162.327,6.999416667,9100,2-3-C-2,SFGPEVAL-------,0,100,
Wolfpack 2 A,{ec413363-2a26-4e9e-bd8f-07de18b24d32},-121.961,36.5966,7.23559,2.384416667,3100,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security operations
Cougars 1 D,{29d13bec-8a92-43b3-8394-8f12ecf6b091},-121.697,36.6129,54.35,4.9894,7600,2nd Stryker Brigade,SFGPEVAL-------,0,100,Defend the roadblock
War Eagles 1 D,{8c7d39cb-5dc7-471d-b485-e9797b5c395b},-121.863,36.6009,13.6745,4.9894,7600,2nd Stryker Brigade,SFGPEVAL-------,0,100,Main patrol within Jalabad
Wolfpack 2 B,{cef8a0c9-7c3e-4115-b8a5-1b07b491e181},-121.855,36.6082,8.14928,13.27278333,14300,2nd Stryker Brigade,SFGPEVAL-------,0,100,ICV
3A1-001,{7f5eab90-dfd2-42c9-a0d4-12152173d40d},-121.913,36.5713,169.062,7.6763,8700,2-3-A-1,SFGPEVAL-------,1,100,
Wolfpack 3 A,{0a4114b8-bcd5-462e-abd2-c71274d83d6b},-121.936,36.6369,6.14039,2.8886,4400,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security operations
Saber 1 D,{7f43bd47-4dcd-4c29-9694-658b4e5e27b8},-121.871,36.5942,15.687,4.999583333,6500,2nd Stryker Brigade,SFGPEVAL-------,0,100,Anti-Armor Troop
3A1-004,{6a509b22-9d1d-4198-ac6e-c89104915425},-121.846,36.6128,8.40525,13.41146667,15200,2-3-A-1,SFGPEVAL-------,0,100,
Wolfpack 1 B,{228b9127-33b5-4d38-a21b-e71d357ae956},-121.854,36.6034,5.74209,9.619683333,13700,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security operations
Saber 1 B,{a8244a1f-0397-4453-9fa9-65d39796e469},-121.912,36.5748,163.261,7.323366667,8300,2nd Stryker Brigade,SFGPEVAL-------,0,100,Cavalry Scout troop
3A1-003,{b54c731f-57f3-4a92-a3b9-e87c4cec6e44},-121.703,36.611,76.0299,4.5955,7000,2-3-A-1,SFGPEVAL-------,0,100,
Wolfpack 3 B,{2522bec0-02e9-4d78-97b9-26027df6a849},-121.934,36.6368,5.74687,2.7573,4200,2nd Stryker Brigade,SFGPEVAL-------,0,100,ICV - patrolling area south of dam
Saber 1 C,{b676abb1-3810-4c53-8b62-5845dd150f24},-121.867,36.5958,9.32007,4.52985,6900,2nd Stryker Brigade,SFGPEVAL-------,0,100,Survellance Troop
Wolfpack 2 B,{cef8a0c9-7c3e-4115-b8a5-1b07b491e181},-121.854,36.6087,9.23577,13.3656,14400,2nd Stryker Brigade,SFGPEVAL-------,0,100,ICV
Wolfpack 1 C,{62455fff-24fb-4b47-8032-4694cd552336},-121.91,36.5766,151.213,7.058666667,8000,2nd Stryker Brigade,SFGPEVAL-------,0,100,Lead security opeartion
Saber 1 A,{9be9f407-bf05-4f15-aad3-931727022923},-121.921,36.5704,94.1738,10,10000,2nd Stryker Brigade,SFGPEVAL-------,0,100,Cavalry Scout troop
Cougars 1 B,{9305c72f-a88a-4094-be6a-7f8ee4b2e982},-121.919,36.5725,105.261,9.003216667,9700,2nd Stryker Brigade,SFGPEVAL-------,0,100,Establish checkpoint along road
War Eagles 1 B,{2111c671-19ce-4ad4-a80d-d362d6baa66d},-121.915,36.5756,152.264,6.459933333,9200,2nd Stryker Brigade,SFGPEVAL-------,0,100,Locating suspect incidents
3A1-006,{eb26886e-812d-49b5-9711-40047dec0533},-121.726,36.6138,76.899,7.8455,10200,2-3-A-1,SFGPEVAL-------,0,100,
Cougars 1 C,{08847249-3de5-481c-a22a-6e8831b31297},-121.73,36.6103,112.203,7.460916667,9700,2nd Stryker Brigade,SFGPEVAL-------,0,100,Conducting vehicle searches
3C2-007,{40692e45-c354-4cab-9f44-9cdf429ff707},-121.732,36.6069,154.597,7.076333333,9200,2-3-C-2,SFGPEVAL-------,0,100,
Wolfpack 3 D,{2606c7b3-76c5-438b-a6ef-fc40f151cb64},-121.7,36.6118,71.9657,5.125816667,7300,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security
Wolfpack 2 D,{ede21686-b514-482e-9fb9-e25332cb5b79},-121.871,36.5942,15.687,6.5,6500,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area secuirty
3A1-004,{6a509b22-9d1d-4198-ac6e-c89104915425},-121.846,36.6133,10.3028,13.4997,15300,2-3-A-1,SFGPEVAL-------,0,100,
Wolfpack 1 B,{228b9127-33b5-4d38-a21b-e71d357ae956},-121.855,36.6043,6.16078,9.6899,13800,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security operations
3B1-029,{c2d72efb-9215-4567-8f9f-3f8c55592aeb},-121.961,36.5984,6.47715,2.53825,3300,2-3-B-1,SFGPEVAL-------,0,100,
Cougars 1 D,{29d13bec-8a92-43b3-8394-8f12ecf6b091},-121.696,36.6131,47.4821,5.05505,7700,2nd Stryker Brigade,SFGPEVAL-------,0,100,Defend the roadblock
War Eagles 1 D,{8c7d39cb-5dc7-471d-b485-e9797b5c395b},-121.862,36.6017,12.2207,5.05505,7700,2nd Stryker Brigade,SFGPEVAL-------,0,100,Main patrol within Jalabad
3A1-001,{7f5eab90-dfd2-42c9-a0d4-12152173d40d},-121.913,36.5704,172.168,7.764533333,8800,2-3-A-1,SFGPEVAL-------,1,100,
Wolfpack 2 B,{cef8a0c9-7c3e-4115-b8a5-1b07b491e181},-121.853,36.6093,9.41598,14.5,14500,2nd Stryker Brigade,SFGPEVAL-------,0,100,ICV
Saber 1 D,{7f43bd47-4dcd-4c29-9694-658b4e5e27b8},-121.87,36.5944,13.3925,5.0765,6600,2nd Stryker Brigade,SFGPEVAL-------,0,100,Anti-Armor Troop
Saber 1 B,{a8244a1f-0397-4453-9fa9-65d39796e469},-121.913,36.574,163.744,7.4116,8400,2nd Stryker Brigade,SFGPEVAL-------,0,100,Cavalry Scout troop
3A1-004,{6a509b22-9d1d-4198-ac6e-c89104915425},-121.845,36.6141,12.0961,13.58793333,15400,2-3-A-1,SFGPEVAL-------,0,100,
Wolfpack 1 B,{228b9127-33b5-4d38-a21b-e71d357ae956},-121.855,36.6052,5.7539,9.760116667,13900,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security operations
Saber 1 A,{9be9f407-bf05-4f15-aad3-931727022923},-121.921,36.5696,90.9156,10.1,10100,2nd Stryker Brigade,SFGPEVAL-------,0,100,Cavalry Scout troop
Cougars 1 B,{9305c72f-a88a-4094-be6a-7f8ee4b2e982},-121.919,36.5719,101.917,9.096033333,9800,2nd Stryker Brigade,SFGPEVAL-------,0,100,Establish checkpoint along road
War Eagles 1 B,{2111c671-19ce-4ad4-a80d-d362d6baa66d},-121.916,36.5749,143.02,6.53015,9300,2nd Stryker Brigade,SFGPEVAL-------,0,100,Locating suspect incidents
3A1-006,{eb26886e-812d-49b5-9711-40047dec0533},-121.725,36.6142,74.2625,7.922416667,10300,2-3-A-1,SFGPEVAL-------,0,100,
Cougars 1 C,{08847249-3de5-481c-a22a-6e8831b31297},-121.729,36.611,104.098,7.537833333,9800,2nd Stryker Brigade,SFGPEVAL-------,0,100,Conducting vehicle searches
3C2-007,{40692e45-c354-4cab-9f44-9cdf429ff707},-121.732,36.6077,143.464,7.15325,9300,2-3-C-2,SFGPEVAL-------,0,100,
3A1-003,{b54c731f-57f3-4a92-a3b9-e87c4cec6e44},-121.701,36.6109,74.2318,4.66115,7100,2-3-A-1,SFGPEVAL-------,0,100,
Saber 1 C,{b676abb1-3810-4c53-8b62-5845dd150f24},-121.866,36.5965,9.57746,4.5955,7000,2nd Stryker Brigade,SFGPEVAL-------,0,100,Survellance Troop
Wolfpack 1 C,{62455fff-24fb-4b47-8032-4694cd552336},-121.911,36.5761,156.732,7.1469,8100,2nd Stryker Brigade,SFGPEVAL-------,0,100,Lead security opeartion
Wolfpack 2 B,{cef8a0c9-7c3e-4115-b8a5-1b07b491e181},-121.852,36.6098,8.41606,14.6,14600,2nd Stryker Brigade,SFGPEVAL-------,0,100,ICV
Wolfpack 3 D,{2606c7b3-76c5-438b-a6ef-fc40f151cb64},-121.699,36.6124,69.9872,5.196033333,7400,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security
Wolfpack 2 D,{ede21686-b514-482e-9fb9-e25332cb5b79},-121.87,36.5944,13.3925,6.6,6600,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area secuirty
3A1-004,{6a509b22-9d1d-4198-ac6e-c89104915425},-121.845,36.6149,13.0473,13.67616667,15500,2-3-A-1,SFGPEVAL-------,0,100,
Wolfpack 1 B,{228b9127-33b5-4d38-a21b-e71d357ae956},-121.855,36.606,5.97184,9.830333333,14000,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security operations
3A1-001,{7f5eab90-dfd2-42c9-a0d4-12152173d40d},-121.912,36.5695,174.722,7.852766667,8900,2-3-A-1,SFGPEVAL-------,1,100,
Cougars 1 D,{29d13bec-8a92-43b3-8394-8f12ecf6b091},-121.695,36.6132,41.4107,5.1207,7800,2nd Stryker Brigade,SFGPEVAL-------,0,100,Defend the roadblock
Wolfpack 3 A,{0a4114b8-bcd5-462e-abd2-c71274d83d6b},-121.936,36.6362,8.05862,2.95425,4500,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security operations
War Eagles 1 D,{8c7d39cb-5dc7-471d-b485-e9797b5c395b},-121.862,36.6025,11.6309,5.1207,7800,2nd Stryker Brigade,SFGPEVAL-------,0,100,Main patrol within Jalabad
Wolfpack 2 B,{cef8a0c9-7c3e-4115-b8a5-1b07b491e181},-121.851,36.6103,7.56947,14.7,14700,2nd Stryker Brigade,SFGPEVAL-------,0,100,ICV
Saber 1 B,{a8244a1f-0397-4453-9fa9-65d39796e469},-121.913,36.5731,164.668,7.499833333,8500,2nd Stryker Brigade,SFGPEVAL-------,0,100,Cavalry Scout troop
Saber 1 A,{9be9f407-bf05-4f15-aad3-931727022923},-121.922,36.5688,87.8229,10.2,10200,2nd Stryker Brigade,SFGPEVAL-------,0,100,Cavalry Scout troop
Cougars 1 B,{9305c72f-a88a-4094-be6a-7f8ee4b2e982},-121.92,36.5711,97.0888,9.18885,9900,2nd Stryker Brigade,SFGPEVAL-------,0,100,Establish checkpoint along road
War Eagles 1 B,{2111c671-19ce-4ad4-a80d-d362d6baa66d},-121.916,36.5741,133.356,6.600366667,9400,2nd Stryker Brigade,SFGPEVAL-------,0,100,Locating suspect incidents
3A1-006,{eb26886e-812d-49b5-9711-40047dec0533},-121.725,36.6146,72.8631,7.999333333,10400,2-3-A-1,SFGPEVAL-------,0,100,
Cougars 1 C,{08847249-3de5-481c-a22a-6e8831b31297},-121.729,36.6118,94.7723,7.61475,9900,2nd Stryker Brigade,SFGPEVAL-------,0,100,Conducting vehicle searches
3C2-007,{40692e45-c354-4cab-9f44-9cdf429ff707},-121.732,36.6086,135.591,7.230166667,9400,2-3-C-2,SFGPEVAL-------,0,100,
Wolfpack 3 B,{2522bec0-02e9-4d78-97b9-26027df6a849},-121.935,36.6371,6.22845,2.82295,4300,2nd Stryker Brigade,SFGPEVAL-------,0,100,ICV - patrolling area south of dam
Saber 1 D,{7f43bd47-4dcd-4c29-9694-658b4e5e27b8},-121.869,36.5948,10.3653,5.153416667,6700,2nd Stryker Brigade,SFGPEVAL-------,0,100,Anti-Armor Troop
Wolfpack 2 A,{ec413363-2a26-4e9e-bd8f-07de18b24d32},-121.961,36.5975,6.6831,2.461333333,3200,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security operations
3A1-004,{6a509b22-9d1d-4198-ac6e-c89104915425},-121.844,36.6157,12.7966,13.7644,15600,2-3-A-1,SFGPEVAL-------,0,100,
Wolfpack 1 B,{228b9127-33b5-4d38-a21b-e71d357ae956},-121.856,36.6069,6.17506,9.90055,14100,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security operations
Wolfpack 1 C,{62455fff-24fb-4b47-8032-4694cd552336},-121.911,36.5755,160.76,7.235133333,8200,2nd Stryker Brigade,SFGPEVAL-------,0,100,Lead security opeartion
3A1-003,{b54c731f-57f3-4a92-a3b9-e87c4cec6e44},-121.7,36.6111,72.7145,4.7268,7200,2-3-A-1,SFGPEVAL-------,0,100,
Saber 1 C,{b676abb1-3810-4c53-8b62-5845dd150f24},-121.866,36.5972,9.85739,4.66115,7100,2nd Stryker Brigade,SFGPEVAL-------,0,100,Survellance Troop
Wolfpack 2 B,{cef8a0c9-7c3e-4115-b8a5-1b07b491e181},-121.85,36.6107,6.65808,14.8,14800,2nd Stryker Brigade,SFGPEVAL-------,0,100,ICV
Wolfpack 3 D,{2606c7b3-76c5-438b-a6ef-fc40f151cb64},-121.698,36.6128,63.1076,5.26625,7500,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security
3A1-001,{7f5eab90-dfd2-42c9-a0d4-12152173d40d},-121.913,36.5686,176.534,7.941,9000,2-3-A-1,SFGPEVAL-------,1,100,
3A1-004,{6a509b22-9d1d-4198-ac6e-c89104915425},-121.844,36.6166,11.7603,13.85263333,15700,2-3-A-1,SFGPEVAL-------,0,100,
Wolfpack 1 B,{228b9127-33b5-4d38-a21b-e71d357ae956},-121.856,36.6077,5.84852,9.970766667,14200,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security operations
Saber 1 A,{9be9f407-bf05-4f15-aad3-931727022923},-121.922,36.568,83.7034,10.3,10300,2nd Stryker Brigade,SFGPEVAL-------,0,100,Cavalry Scout troop
Cougars 1 B,{9305c72f-a88a-4094-be6a-7f8ee4b2e982},-121.921,36.5704,94.1738,7.021666667,10000,2nd Stryker Brigade,SFGPEVAL-------,0,100,Establish checkpoint along road
War Eagles 1 B,{2111c671-19ce-4ad4-a80d-d362d6baa66d},-121.917,36.5733,125.707,6.670583333,9500,2nd Stryker Brigade,SFGPEVAL-------,0,100,Locating suspect incidents
3A1-006,{eb26886e-812d-49b5-9711-40047dec0533},-121.724,36.6152,70.6825,8.07625,10500,2-3-A-1,SFGPEVAL-------,0,100,
Cougars 1 C,{08847249-3de5-481c-a22a-6e8831b31297},-121.728,36.6126,87.519,7.691666667,10000,2nd Stryker Brigade,SFGPEVAL-------,0,100,Conducting vehicle searches
3C2-007,{40692e45-c354-4cab-9f44-9cdf429ff707},-121.732,36.6093,129.752,7.307083333,9500,2-3-C-2,SFGPEVAL-------,0,100,
Cougars 1 D,{29d13bec-8a92-43b3-8394-8f12ecf6b091},-121.694,36.6134,35.0085,5.18635,7900,2nd Stryker Brigade,SFGPEVAL-------,0,100,Defend the roadblock
War Eagles 1 D,{8c7d39cb-5dc7-471d-b485-e9797b5c395b},-121.861,36.6033,13.3426,5.18635,7900,2nd Stryker Brigade,SFGPEVAL-------,0,100,Main patrol within Jalabad
Wolfpack 2 D,{ede21686-b514-482e-9fb9-e25332cb5b79},-121.869,36.5948,10.3653,6.7,6700,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area secuirty
Saber 1 B,{a8244a1f-0397-4453-9fa9-65d39796e469},-121.913,36.5722,166.362,7.588066667,8600,2nd Stryker Brigade,SFGPEVAL-------,0,100,Cavalry Scout troop
Wolfpack 2 B,{cef8a0c9-7c3e-4115-b8a5-1b07b491e181},-121.849,36.6112,6.2185,14.9,14900,2nd Stryker Brigade,SFGPEVAL-------,0,100,ICV
Saber 1 D,{7f43bd47-4dcd-4c29-9694-658b4e5e27b8},-121.868,36.5952,9.02132,5.230333333,6800,2nd Stryker Brigade,SFGPEVAL-------,0,100,Anti-Armor Troop
Wolfpack 1 C,{62455fff-24fb-4b47-8032-4694cd552336},-121.912,36.5748,163.261,7.323366667,8300,2nd Stryker Brigade,SFGPEVAL-------,0,100,Lead security opeartion
3B1-029,{c2d72efb-9215-4567-8f9f-3f8c55592aeb},-121.961,36.5993,6.65673,2.615166667,3400,2-3-B-1,SFGPEVAL-------,0,100,
3A1-004,{6a509b22-9d1d-4198-ac6e-c89104915425},-121.843,36.6174,10.7022,13.94086667,15800,2-3-A-1,SFGPEVAL-------,0,100,
Wolfpack 1 B,{228b9127-33b5-4d38-a21b-e71d357ae956},-121.855,36.6082,8.14928,10.04098333,14300,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security operations
3A1-003,{b54c731f-57f3-4a92-a3b9-e87c4cec6e44},-121.7,36.6118,71.9657,4.79245,7300,2-3-A-1,SFGPEVAL-------,0,100,
Saber 1 C,{b676abb1-3810-4c53-8b62-5845dd150f24},-121.865,36.598,12.2915,4.7268,7200,2nd Stryker Brigade,SFGPEVAL-------,0,100,Survellance Troop
Wolfpack 2 B,{cef8a0c9-7c3e-4115-b8a5-1b07b491e181},-121.848,36.6117,6.35167,15,15000,2nd Stryker Brigade,SFGPEVAL-------,0,100,ICV
3A1-001,{7f5eab90-dfd2-42c9-a0d4-12152173d40d},-121.913,36.5678,177.439,8.029233333,9100,2-3-A-1,SFGPEVAL-------,1,100,
Saber 1 A,{9be9f407-bf05-4f15-aad3-931727022923},-121.923,36.5672,79.1721,10.4,10400,2nd Stryker Brigade,SFGPEVAL-------,0,100,Cavalry Scout troop
Cougars 1 B,{9305c72f-a88a-4094-be6a-7f8ee4b2e982},-121.921,36.5696,90.9156,7.091883333,10100,2nd Stryker Brigade,SFGPEVAL-------,0,100,Establish checkpoint along road
War Eagles 1 B,{2111c671-19ce-4ad4-a80d-d362d6baa66d},-121.918,36.5728,114.045,6.7408,9600,2nd Stryker Brigade,SFGPEVAL-------,0,100,Locating suspect incidents
3A1-006,{eb26886e-812d-49b5-9711-40047dec0533},-121.723,36.6159,67.7468,8.153166667,10600,2-3-A-1,SFGPEVAL-------,0,100,
Cougars 1 C,{08847249-3de5-481c-a22a-6e8831b31297},-121.727,36.6134,79.7463,7.8,10100,2nd Stryker Brigade,SFGPEVAL-------,0,100,Conducting vehicle searches
3C2-007,{40692e45-c354-4cab-9f44-9cdf429ff707},-121.731,36.6098,122.72,7.384,9600,2-3-C-2,SFGPEVAL-------,0,100,
Wolfpack 3 D,{2606c7b3-76c5-438b-a6ef-fc40f151cb64},-121.697,36.6129,54.35,5.336466667,7600,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security
Wolfpack 3 A,{0a4114b8-bcd5-462e-abd2-c71274d83d6b},-121.937,36.6356,7.97208,3.0199,4600,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security operations
3A1-004,{6a509b22-9d1d-4198-ac6e-c89104915425},-121.843,36.6182,10.7382,14.0291,15900,2-3-A-1,SFGPEVAL-------,0,100,
Wolfpack 1 B,{228b9127-33b5-4d38-a21b-e71d357ae956},-121.854,36.6087,9.23577,10.1112,14400,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security operations
Saber 1 B,{a8244a1f-0397-4453-9fa9-65d39796e469},-121.913,36.5713,169.062,7.6763,8700,2nd Stryker Brigade,SFGPEVAL-------,0,100,Cavalry Scout troop
Cougars 1 D,{29d13bec-8a92-43b3-8394-8f12ecf6b091},-121.693,36.6131,32.5703,5.252,8000,2nd Stryker Brigade,SFGPEVAL-------,0,100,Defend the roadblock
Wolfpack 3 B,{2522bec0-02e9-4d78-97b9-26027df6a849},-121.9,36.636,36.4377,2.8886,4400,2nd Stryker Brigade,SFGPEVAL-------,0,100,ICV - patrolling area south of dam
War Eagles 1 D,{8c7d39cb-5dc7-471d-b485-e9797b5c395b},-121.861,36.6042,15.0193,5.252,8000,2nd Stryker Brigade,SFGPEVAL-------,0,100,Main patrol within Jalabad
Wolfpack 2 D,{ede21686-b514-482e-9fb9-e25332cb5b79},-121.868,36.5952,9.02132,6.8,6800,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area secuirty
Wolfpack 2 B,{cef8a0c9-7c3e-4115-b8a5-1b07b491e181},-121.847,36.6122,6.74011,15.1,15100,2nd Stryker Brigade,SFGPEVAL-------,0,100,ICV
Wolfpack 1 C,{62455fff-24fb-4b47-8032-4694cd552336},-121.913,36.574,163.744,7.4116,8400,2nd Stryker Brigade,SFGPEVAL-------,0,100,Lead security opeartion
Saber 1 D,{7f43bd47-4dcd-4c29-9694-658b4e5e27b8},-121.867,36.5958,9.32007,5.30725,6900,2nd Stryker Brigade,SFGPEVAL-------,0,100,Anti-Armor Troop
3A1-004,{6a509b22-9d1d-4198-ac6e-c89104915425},-121.842,36.619,12.8885,14.11733333,16000,2-3-A-1,SFGPEVAL-------,0,100,
Wolfpack 1 B,{228b9127-33b5-4d38-a21b-e71d357ae956},-121.853,36.6093,9.41598,10.18141667,14500,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security operations
Saber 1 A,{9be9f407-bf05-4f15-aad3-931727022923},-121.923,36.5665,74.9035,10.5,10500,2nd Stryker Brigade,SFGPEVAL-------,0,100,Cavalry Scout troop
Cougars 1 B,{9305c72f-a88a-4094-be6a-7f8ee4b2e982},-121.922,36.5688,87.8229,7.1621,10200,2nd Stryker Brigade,SFGPEVAL-------,0,100,Establish checkpoint along road
War Eagles 1 B,{2111c671-19ce-4ad4-a80d-d362d6baa66d},-121.919,36.5725,105.261,6.811016667,9700,2nd Stryker Brigade,SFGPEVAL-------,0,100,Locating suspect incidents
3A1-006,{eb26886e-812d-49b5-9711-40047dec0533},-121.722,36.6167,65.7763,8.230083333,10700,2-3-A-1,SFGPEVAL-------,0,100,
Cougars 1 C,{08847249-3de5-481c-a22a-6e8831b31297},-121.726,36.6138,76.899,7.8455,10200,2nd Stryker Brigade,SFGPEVAL-------,0,100,Conducting vehicle searches
3C2-007,{40692e45-c354-4cab-9f44-9cdf429ff707},-121.73,36.6103,112.203,7.460916667,9700,2-3-C-2,SFGPEVAL-------,0,100,
3A1-003,{b54c731f-57f3-4a92-a3b9-e87c4cec6e44},-121.699,36.6124,69.9872,4.8581,7400,2-3-A-1,SFGPEVAL-------,0,100,
Saber 1 C,{b676abb1-3810-4c53-8b62-5845dd150f24},-121.865,36.5987,14.4977,4.79245,7300,2nd Stryker Brigade,SFGPEVAL-------,0,100,Survellance Troop
3A1-001,{7f5eab90-dfd2-42c9-a0d4-12152173d40d},-121.913,36.5669,176.073,8.117466667,9200,2-3-A-1,SFGPEVAL-------,1,100,
Wolfpack 2 B,{cef8a0c9-7c3e-4115-b8a5-1b07b491e181},-121.846,36.6128,8.40525,15.2,15200,2nd Stryker Brigade,SFGPEVAL-------,0,100,ICV
Wolfpack 2 A,{ec413363-2a26-4e9e-bd8f-07de18b24d32},-121.961,36.5984,6.47715,2.53825,3300,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security operations
Wolfpack 3 D,{2606c7b3-76c5-438b-a6ef-fc40f151cb64},-121.696,36.6131,47.4821,5.406683333,7700,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security
Saber 1 B,{a8244a1f-0397-4453-9fa9-65d39796e469},-121.913,36.5704,172.168,7.764533333,8800,2nd Stryker Brigade,SFGPEVAL-------,0,100,Cavalry Scout troop
3A1-004,{6a509b22-9d1d-4198-ac6e-c89104915425},-121.842,36.6199,16.7473,14.20556667,16100,2-3-A-1,SFGPEVAL-------,0,100,
Wolfpack 1 B,{228b9127-33b5-4d38-a21b-e71d357ae956},-121.852,36.6098,8.41606,10.25163333,14600,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security operations
Cougars 1 D,{29d13bec-8a92-43b3-8394-8f12ecf6b091},-121.692,36.6127,30.932,5.31765,8100,2nd Stryker Brigade,SFGPEVAL-------,0,100,Defend the roadblock
War Eagles 1 D,{8c7d39cb-5dc7-471d-b485-e9797b5c395b},-121.861,36.6047,6.75004,5.31765,8100,2nd Stryker Brigade,SFGPEVAL-------,0,100,Main patrol within Jalabad
Wolfpack 1 C,{62455fff-24fb-4b47-8032-4694cd552336},-121.913,36.5731,164.668,7.499833333,8500,2nd Stryker Brigade,SFGPEVAL-------,0,100,Lead security opeartion
Wolfpack 2 B,{cef8a0c9-7c3e-4115-b8a5-1b07b491e181},-121.846,36.6133,10.3028,15.3,15300,2nd Stryker Brigade,SFGPEVAL-------,0,100,ICV
Saber 1 A,{9be9f407-bf05-4f15-aad3-931727022923},-121.924,36.5658,70.9772,6.9589,10600,2nd Stryker Brigade,SFGPEVAL-------,0,100,Cavalry Scout troop
Cougars 1 B,{9305c72f-a88a-4094-be6a-7f8ee4b2e982},-121.922,36.568,83.7034,7.232316667,10300,2nd Stryker Brigade,SFGPEVAL-------,0,100,Establish checkpoint along road
War Eagles 1 B,{2111c671-19ce-4ad4-a80d-d362d6baa66d},-121.919,36.5719,101.917,6.881233333,9800,2nd Stryker Brigade,SFGPEVAL-------,0,100,Locating suspect incidents
3A1-006,{eb26886e-812d-49b5-9711-40047dec0533},-121.722,36.6175,64.0315,8.307,10800,2-3-A-1,SFGPEVAL-------,0,100,
Cougars 1 C,{08847249-3de5-481c-a22a-6e8831b31297},-121.725,36.6142,74.2625,7.922416667,10300,2nd Stryker Brigade,SFGPEVAL-------,0,100,Conducting vehicle searches
3C2-007,{40692e45-c354-4cab-9f44-9cdf429ff707},-121.729,36.611,104.098,7.537833333,9800,2-3-C-2,SFGPEVAL-------,0,100,
Wolfpack 2 D,{ede21686-b514-482e-9fb9-e25332cb5b79},-121.867,36.5958,9.32007,6.9,6900,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area secuirty
Saber 1 D,{7f43bd47-4dcd-4c29-9694-658b4e5e27b8},-121.866,36.5965,9.57746,5.384166667,7000,2nd Stryker Brigade,SFGPEVAL-------,0,100,Anti-Armor Troop
3A1-004,{6a509b22-9d1d-4198-ac6e-c89104915425},-121.841,36.6207,20.1818,14.2938,16200,2-3-A-1,SFGPEVAL-------,0,100,
Wolfpack 1 B,{228b9127-33b5-4d38-a21b-e71d357ae956},-121.851,36.6103,7.56947,10.32185,14700,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security operations
3A1-001,{7f5eab90-dfd2-42c9-a0d4-12152173d40d},-121.913,36.566,170.931,8.2057,9300,2-3-A-1,SFGPEVAL-------,1,100,
3A1-003,{b54c731f-57f3-4a92-a3b9-e87c4cec6e44},-121.698,36.6128,63.1076,4.92375,7500,2-3-A-1,SFGPEVAL-------,0,100,
Wolfpack 3 A,{0a4114b8-bcd5-462e-abd2-c71274d83d6b},-121.938,36.6348,6.61898,3.08555,4700,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security operations
Saber 1 C,{b676abb1-3810-4c53-8b62-5845dd150f24},-121.864,36.5994,15.4647,4.8581,7400,2nd Stryker Brigade,SFGPEVAL-------,0,100,Survellance Troop
Wolfpack 2 B,{cef8a0c9-7c3e-4115-b8a5-1b07b491e181},-121.845,36.6141,12.0961,15.4,15400,2nd Stryker Brigade,SFGPEVAL-------,0,100,ICV
Saber 1 B,{a8244a1f-0397-4453-9fa9-65d39796e469},-121.912,36.5695,174.722,7.852766667,8900,2nd Stryker Brigade,SFGPEVAL-------,0,100,Cavalry Scout troop
3B1-029,{c2d72efb-9215-4567-8f9f-3f8c55592aeb},-121.961,36.6001,6.28214,2.692083333,3500,2-3-B-1,SFGPEVAL-------,0,100,
Wolfpack 3 D,{2606c7b3-76c5-438b-a6ef-fc40f151cb64},-121.695,36.6132,41.4107,5.4769,7800,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security
